PropType,Taxkey,Address,CondoProject,District,Nbhd,Style,Extwall,Stories,Year_Built,Nr_of_rms,Fin_sqft,Units,Bdrms,Fbath,Hbath,Lotsize,Sale_date,Sale_price
Residential,2610863000,3601 N 96TH ST,,5,2100,Cape Cod,Aluminum / Vinyl,1,1952,0,1444,1,4,1,1,5500,2013-01,147500
Residential,2241086000,4492 N 83RD ST,,5,1470,Cape Cod,Aluminum / Vinyl,1.5,1956,0,1194,1,4,2,0,5166,2013-01,108000
Residential,2920935000,3471 N 78TH ST,,5,2040,Cape Cod,Aluminum / Vinyl,1,1953,0,1074,1,3,1,0,5253,2013-01,90000
Residential,2140237200,8730 W HAMPTON AV,,5,1400,Duplex N/S,Aluminum / Vinyl,2,1964,0,1988,2,6,2,0,5280,2013-01,100000
Residential,1840277000,5500 N 103RD ST,,5,1040,Ranch,Aluminum / Vinyl,1,1956,0,1324,1,3,1,1,7497,2013-01,78300
Residential,2631208000,3722 N 77TH ST,,5,2040,Ranch,Brick,1,1955,0,1149,1,3,2,0,5720,2013-01,75000
Residential,2610204000,3613 N 97TH PL,,5,2100,Ranch,Aluminum / Vinyl,1,1954,0,933,1,3,1,0,5251,2013-01,83000
Residential,2610726000,3424 N 93RD ST,,5,2100,Tudor,Stone,1.5,1936,0,1552,1,3,1,1,6000,2013-01,144900
Residential,3211785000,2717 N BOOTH ST,,6,2810,Cottage,Frame,1,1900,0,1320,1,2,1,1,5760,2013-01,127500
Residential,3140996000,418 E LOCUST ST,,6,2930,Residence O/S,Aluminum / Vinyl,1,1884,0,880,1,2,1,0,2340,2013-01,24900
Residential,2680340000,3744 N 42ND ST,,7,1740,Cape Cod,Stone,1,1938,0,1460,1,4,2,0,4720,2013-01,99000
Residential,2880919000,3322 N 49TH ST,,7,1840,Tudor,Stone,2,1935,0,2007,1,4,1,1,4888,2013-01,173500
Residential,4570036000,1510 S 37TH ST,,8,4060,Cottage,Aluminum / Vinyl,1,1896,0,1189,1,3,1,0,3600,2013-01,60000
Residential,790195000,9603 W LOLITA AV,,9,240,Colonial,Aluminum / Vinyl,2,2012,0,2600,1,4,3,1,9679,2013-01,249400
Residential,50044000,9334 N JOYCE AV,,9,40,Ranch,Aluminum / Vinyl,1,1980,0,1505,1,3,1,1,10478,2013-01,123000
Residential,730205000,8257 N ANN ST,,9,240,Ranch,Frame,1,1966,0,1315,1,3,1,1,9545,2013-01,108900
Residential,341212000,9206 N 95TH ST,,9,40,Ranch,Aluminum / Vinyl,1,1958,0,1217,1,3,1,0,8517,2013-01,135000
Residential,4200717000,220 S 65TH ST,,10,2710,Cape Cod,Aluminum / Vinyl,1,1951,0,998,1,3,1,0,5160,2013-01,90900
Residential,4180424000,143 S 81ST ST,,10,2720,Cape Cod,Frame,1,1948,0,928,1,3,2,0,6588,2013-01,120750
Residential,3470104000,1818 N HI MOUNT BL,,10,2580,Colonial,Brick,2,1914,0,2698,1,4,2,2,8100,2013-01,370000
Residential,3461277000,1844 N 56TH ST,,10,2540,Dplx Bungalow,Aluminum / Vinyl,2,1925,0,2480,2,6,2,0,4320,2013-01,168000
Residential,3061566000,2963 N 58TH ST,,10,1860,Dplx Bungalow,Aluminum / Vinyl,2,1928,0,2170,2,4,2,0,4046,2013-01,79000
Residential,3040012000,3002 N 76TH ST,,10,2080,Dplx Bungalow,Aluminum / Vinyl,1.5,1927,0,1964,2,4,2,0,5400,2013-01,110000
Residential,2640356000,3827 N 66TH ST,,10,1940,Duplex N/S,Brick,1,1955,0,2666,2,7,3,0,14985,2013-01,106900
Residential,3461820000,5415 W WASHINGTON BL,,10,2580,Milwaukee Bungalow,Stucco,1,1919,0,2054,1,4,2,0,6000,2013-01,218700
Residential,3680662000,1306 N 59TH ST,,10,2600,Milwaukee Bungalow,Aluminum / Vinyl,1,1926,0,1398,1,3,1,0,2850,2013-01,110000
Residential,4020703000,3730 W MT VERNON AV,,10,2180,Residence O/S,Aluminum / Vinyl,2,1908,0,1886,1,3,1,1,3600,2013-01,91000
Residential,4219958000,5821 W ADLER ST,,10,2710,Residence O/S,Aluminum / Vinyl,1.5,1924,0,1445,1,3,1,0,4680,2013-01,105000
Residential,4210249000,665 S OAK PARK CT,,10,2710,Residence O/S,Aluminum / Vinyl,1.5,1926,0,1169,1,2,2,0,11484,2013-01,90000
Residential,4210267000,609 S OAK PARK CT,,10,2710,Residence O/S,Frame,1,1926,0,1018,1,3,1,0,5124,2013-01,55000
Residential,3661608000,4241 W HIGHLAND BL,,10,2610,Triplex,Brick,1.5,1914,0,3040,3,4,3,0,16170,2013-01,66000
Residential,5729980100,6711 W HOWARD AV,,11,4340,Cape Cod,Aluminum / Vinyl,1,1941,0,1617,1,4,2,0,21000,2013-01,149900
Residential,5130305000,5337 W ARIZONA ST,,11,4240,Cape Cod,Stucco,1,1942,0,1330,1,3,1,1,8215,2013-01,114000
Residential,4891429000,2507 S 68TH ST,,11,4240,Cape Cod,Aluminum / Vinyl,1,1948,0,934,1,3,1,0,5400,2013-01,94000
Residential,4901168000,2573 S 66TH ST,,11,4240,Duplex N/S,Aluminum / Vinyl,1.5,1960,0,2114,2,5,2,0,4838,2013-01,143000
Residential,5700604000,8015 W VAN BECK AV,,11,4340,Ranch,Aluminum / Vinyl,1,1980,0,1463,1,3,1,1,8520,2013-01,197400
Residential,5580958100,3719 S MASSACHUSETTS AV,,11,4330,Ranch,Frame,1,1961,0,1358,1,3,1,1,8192,2013-01,153400
Residential,5291028000,3422 S 66TH ST,,11,4380,Ranch,Aluminum / Vinyl,1,1953,0,1088,1,3,1,0,6850,2013-01,90000
Residential,5130442000,2730 S 52ND ST,,11,4240,Ranch,Brick,1,1950,0,1014,1,3,1,0,6890,2013-01,133500
Residential,5700343000,7915 W WATERFORD AV,,11,4340,Ranch,Aluminum / Vinyl,1,1961,0,1007,1,3,1,1,7680,2013-01,80000
Residential,5269945100,8730 W MORGAN AV,,11,4350,Ranch,Brick,1,1955,0,924,1,3,1,0,8978,2013-01,117000
Residential,5560097000,3637 S 54TH ST,,11,4420,Ranch,Aluminum / Vinyl,1,1953,0,906,1,2,1,1,5600,2013-01,118000
Residential,4920235000,4614 W SUMAC PL,,11,4260,Ranch,Brick,1,1949,0,863,1,2,1,0,5520,2013-01,104420
Residential,5100390000,3060 S 32ND ST,,11,4320,Residence O/S,Stucco,1,1927,0,1147,1,3,1,0,5000,2013-01,50000
Residential,4920011100,4470 W SUMAC PL,,11,4260,Split Level,Masonry / Frame,1,1958,0,1537,1,3,1,1,11264,2013-01,168000
Residential,5320007000,3520 W SUNBURY CT,,11,4410,Tudor,Brick,2,1933,0,1572,1,3,1,1,4800,2013-01,168250
Residential,4681409000,1951 S 7TH ST,,12,4120,Milwaukee Bungalow,Aluminum / Vinyl,1,1891,0,1512,1,6,2,0,4290,2013-01,12500
Residential,4320395000,937 W WASHINGTON ST,,12,4040,Residence O/S,Frame,2,1890,0,2698,1,4,2,0,3706,2013-01,77000
Residential,4961410000,2663 S 13TH ST,,12,4160,Residence O/S,Aluminum / Vinyl,1,1901,0,1058,1,2,1,0,4050,2013-01,28000
Residential,4620855110,1741 S 3RD ST,,12,4020,Rm or Rooming House,Aluminum / Vinyl,1,1870,0,789,1,2,1,0,0,2013-01,70000
Residential,5970424000,1817 W BOLIVAR AV,,13,4660,Cape Cod,Brick,1,1960,0,1569,1,3,2,0,6480,2013-01,152000
Residential,5490530000,152 W CRAWFORD AV,,13,4620,Milwaukee Bungalow,Frame,1.5,1928,0,1654,1,4,2,0,5560,2013-01,185100
Residential,5350008000,3434 S 17TH ST,,13,4520,Ranch,Aluminum / Vinyl,1,1950,0,1305,1,3,1,0,5400,2013-01,99700
Residential,6420202000,5416 S 8TH ST,,13,4800,Ranch,Aluminum / Vinyl,1,1969,0,1132,1,3,2,0,8280,2013-01,137000
Residential,5490621000,3539 S 3RD ST,,13,4620,Ranch,Aluminum / Vinyl,1,1942,0,808,1,2,1,0,5310,2013-01,96000
Residential,5471038000,3729 S LOGAN AV,,14,4620,Colonial,Aluminum / Vinyl,2,1939,0,1170,1,2,1,0,4216,2013-01,75000
Residential,5350870000,3240 S 14TH ST,,14,4520,Dplx Bungalow,Brick,1.5,1926,0,2154,2,5,2,0,4200,2013-01,47500
Residential,5020016000,3035 S SUPERIOR ST,,14,4560,Duplex O/S,Aluminum / Vinyl,1.5,1908,0,1667,2,3,3,0,5400,2013-01,190000
Residential,5070567000,2807 S 11TH ST,,14,4180,Duplex O/S,Aluminum / Vinyl,2,1919,0,1616,2,4,2,0,3660,2013-01,51000
Residential,5030022000,1832 E RUSK AV,,14,4610,Milwaukee Bungalow,Aluminum / Vinyl,1,1929,0,1658,1,3,2,0,3600,2013-01,220000
Residential,5470153000,3683 S LENOX ST,,14,4620,Milwaukee Bungalow,Aluminum / Vinyl,1,1928,0,1209,1,3,1,0,4836,2013-01,130000
Residential,5480377000,3841 S GRIFFIN AV,,14,4620,Ranch,Brick,1,1956,0,1140,1,3,1,1,5250,2013-01,149000
Residential,5361677000,3334 S 7TH ST,,14,4520,Ranch,Stucco,1,1944,0,784,1,2,1,0,4880,2013-01,107500
Residential,5051032000,340 E GAUER CR,,14,4580,Ranch,Aluminum / Vinyl,1,1942,0,753,1,2,1,0,6144,2013-01,119000
Residential,5000702000,2545 S WENTWORTH AV,,14,4540,Residence O/S,Aluminum / Vinyl,2,1890,0,1487,1,3,2,0,7650,2013-01,230000
Residential,5040021000,1317 E MANITOBA ST,,14,4500,Residence O/S,Aluminum / Vinyl,1,1888,0,1320,1,2,1,0,3150,2013-01,141900
Residential,5050417000,356 E DEWEY PL,,14,4910,Residence O/S,Aluminum / Vinyl,1,1898,0,1074,1,2,1,0,3750,2013-01,106000
Residential,5050502000,365 E SCHILLER ST,,14,4910,Residence O/S,Aluminum / Vinyl,1,1905,0,1048,1,3,2,0,1530,2013-01,95500
Residential,5070826000,3031 S 9TH ST,,14,4180,Residence O/S,Aluminum / Vinyl,1,1905,0,748,1,2,1,0,3660,2013-01,95000
Residential,3640391000,1501 N 22ND ST,,15,3040,Duplex O/S,Aluminum / Vinyl,2,1902,0,2650,2,6,2,0,3150,2013-01,25000
Condominium,3591548100,1522 N PROSPECT AV,1522 ON THE LAKE CONDOMINIUMS,4,5951,HI RISE,,2,2002,5,4614,1,3,2,0,0,2013-01,1075000
Condominium,3591457000,1522 N PROSPECT AV,1522 ON THE LAKE CONDOMINIUMS,4,5951,HI RISE,,1,2002,4,2126,1,2,2,1,0,2013-01,370000
Condominium,3591462000,1522 N PROSPECT AV,1522 ON THE LAKE CONDOMINIUMS,4,5951,HI RISE,,1,2002,4,1571,1,2,2,0,0,2013-01,322000
Condominium,3541131000,1975 N RIVERWALK WA,BEERLINE RIVER HOMES,6,5939,TOWNHOUSE,,3,2001,5,2541,1,2,2,1,0,2013-01,324000
Condominium,3541175000,2050 N COMMERCE ST,BEERLINE RIVER HOMES,6,5939,APARTMENT,,1,2005,5,1612,1,2,2,0,0,2013-01,240000
Condominium,3541159000,2012 N COMMERCE ST,BEERLINE RIVER HOMES,6,5939,TOWNHOUSE,,3,2002,4,1510,1,1,1,1,0,2013-01,220000
Condominium,3592139000,1313 N FRANKLIN PL,BREAKWATER CONDOS,4,5811,HI-RISE,,0,2009,0,1931,1,2,2,0,0,2013-01,350000
Condominium,3960454000,239 E CHICAGO ST,CITYSIDE PLAZA,4,5384,WAREHOUSE,,0,1915,0,1450,1,2,2,0,0,2013-01,410000
Condominium,2550147000,4215244 N 100TH ST,CLOISTERS NW,5,5210,APARTMENT,,1,1975,4,988,1,2,2,0,0,2013-01,45500
Condominium,3531412000,234 E RESERVOIR AV,COBBLERS LOFTS,6,5945,apartment,,1,1917,3,770,1,1,1,0,0,2013-01,101000
Condominium,5251578000,3243 S 92ND ST,CORNERSTONE CROSSING,11,5297,APARTMENT,,1,2002,4,1071,1,1,1,0,0,2013-01,59100
Condominium,3930673000,1108 N MILWAUKEE ST,COURTYARD SQUARE,4,5987,APARTMENT,,1,1983,5,975,1,2,2,0,0,2013-01,140000
Condominium,3531282000,1730 N PALMER ST,CRESCENT CONDOS,6,5959,TOWNHOUSE,,2,2000,4,2000,1,2,3,1,0,2013-01,280000
Condominium,3601708000,1541 N JEFFERSON ST,FLATIRON CONDOMINIUM,3,5894,APARTMENT,,1,2008,3,770,1,1,1,0,0,2013-01,144000
Condominium,3601113000,1028 E JUNEAU AV,KNICKERBOCKER ON THE LAKE,4,5960,MIXED STYLES,,1,1927,6,1965,1,3,3,0,0,2013-01,257000
Condominium,3601155000,1028 E JUNEAU AV,KNICKERBOCKER ON THE LAKE,4,5960,MIXED STYLES,,1,1927,1,325,1,0,1,0,0,2013-01,48000
Condominium,3601232000,1028 E JUNEAU AV,KNICKERBOCKER ON THE LAKE,4,5960,MIXED STYLES,,1,1927,1,325,1,0,1,0,0,2013-01,49000
Condominium,3561458000,1812 E LAFAYETTE PL,LAFAYETTE HILL,3,5913,Apartment,,1,2003,4,1382,1,2,2,0,0,2013-01,218000
Condominium,3591775000,1660 N PROSPECT AV,LANDMARK ON THE LAKE,4,5921,APARTMENT,,1,1990,4,1118,1,2,2,0,0,2013-01,252480
Condominium,4621637000,215 W MAPLE ST,PARTS HOUSE LOFTS CONDOMINIUMS,12,5283,APARTMENT,,1,1921,1,1023,1,0,1,0,0,2013-01,125000
Condominium,430507000,7766 W HEATHER AV,SERVITE WOODS (TRILEVEL & BILEVEL),9,5069,BILEVEL,,2,1978,6,1424,1,1,1,1,0,2013-01,30000
Condominium,3551701000,1550 E ROYALL PL,STERLING CONDOMINIUM,3,5855,APARTMENT,,1,2005,5,1868,1,2,2,0,0,2013-01,325000
Lg Apartment,1530319000,7808 W BENDER AV,4: 2-Br ,2,6620,Apartment: 4: 2-Br  Units,,2,1959,0,3382,1,0,0,0,9600,2013-01,50000
Lg Apartment,3642729000,1221 N 26TH ST,4: 2-Br ,4,6740,Apartment: 4: 2-Br  Units,,2,1929,0,3128,1,0,0,0,3857,2013-01,90000
Lg Apartment,3040084000,7225 W BURLEIGH ST,"2: 1-Br ,2: 2-Br ",10,6660,"Apartment: 2: 1-Br ,2: 2-Br  Units",,2,1949,0,2700,1,0,0,0,5435,2013-01,150000
Commercial,2300688000,2838 W ATKINSON AV,,1,6234,Billboard,,0,0,0,0,1,0,0,0,4593,2013-01,275000
Commercial,3920919111,727 N VAN BUREN ST,,4,6460,Office Building - Class B,,7,1926,0,153720,1,0,0,0,21600,2013-01,6860000
Commercial,3030546000,7831 W BURLEIGH ST,,5,6226,Store Building - Multiple Tenants,,1,1955,0,5358,1,0,0,0,6960,2013-01,97500
Commercial,2240319100,8210 W APPLETON AV,,5,6226,Warehouse Building - 1 Story,,1,1977,0,1120,1,0,0,0,9600,2013-01,180000
Residential,2060825000,5034 N 24TH PL,,1,1340,Cape Cod,Aluminum / Vinyl,1,1942,0,1198,1,4,2,0,4800,2013-02,57500
Residential,1901925000,5509 N 54TH ST,,1,1140,Cape Cod,Aluminum / Vinyl,1,1951,0,1027,1,4,1,0,5984,2013-02,44000
Residential,2320604000,4663 N 18TH ST,,1,1340,Duplex N/S,Aluminum / Vinyl,2,1981,0,2143,2,5,2,0,5000,2013-02,55000
Residential,2050307000,5084 N 20TH ST,,1,1340,Ranch,Aluminum / Vinyl,1,1953,0,1082,1,3,2,0,6600,2013-02,62700
Residential,2120801200,4871 N 72ND ST,,2,1480,Cape Cod,Brick,1,1938,0,1395,1,3,2,0,5400,2013-02,94000
Residential,2250831000,4634 N 75TH ST,,2,1480,Colonial,Aluminum / Vinyl,2,1961,0,1652,1,3,1,1,4800,2013-02,121500
Residential,2130721000,8106 W HAMPTON AV,,2,1400,Duplex N/S,Aluminum / Vinyl,2,1956,0,2265,2,6,2,0,5880,2013-02,99900
Residential,2261118000,4366 N 65TH ST,,2,1490,Duplex O/S,Aluminum / Vinyl,2,1940,0,1762,2,4,2,0,5460,2013-02,81500
Residential,2260094000,4513 N 67TH ST,,2,1490,Ranch,Aluminum / Vinyl,1,1955,0,1404,1,4,2,0,4800,2013-02,104700
Residential,1760336000,5938 N 80TH ST,,2,980,Ranch,Aluminum / Vinyl,1,1949,0,820,1,2,1,0,7560,2013-02,15000
Residential,1870067000,7733 W MEDFORD AV,,2,1400,Split Level,Aluminum / Vinyl,1,1955,0,1414,1,3,1,1,9504,2013-02,105000
Residential,3160938000,3013 N FREDERICK AV,,3,3160,Dplx Bungalow,Aluminum / Vinyl,2,1922,0,2771,2,6,2,0,4920,2013-02,254000
Residential,3211144000,2317 N WEIL ST,,3,2890,Duplex O/S,Aluminum / Vinyl,2,1897,0,2468,2,4,3,0,6000,2013-02,204000
Residential,3190536000,1909 E WEBSTER PL,,3,3170,Residence O/S,Aluminum / Vinyl,2,1907,0,2130,1,5,1,1,2880,2013-02,175000
Residential,3170361000,2750 N SHEPARD AV,,3,3060,Tudor,Brick,2,1909,0,3821,1,5,3,1,7200,2013-02,495000
Residential,3170370000,2715 N LAKE DR,,3,3060,Tudor,Brick,2,1927,0,3234,1,4,3,1,10010,2013-02,535000
Residential,4010327000,3121 W MT VERNON AV,,4,2160,Dplx Bungalow,Aluminum / Vinyl,2,1925,0,2414,2,4,2,0,4800,2013-02,32000
Residential,3882251000,3424 W WISCONSIN AV,,4,2300,Mansion,Brick,3,1905,0,8810,1,13,5,1,24192,2013-02,175000
Residential,2630873000,3441 N 80TH ST,,5,2040,Cape Cod,Aluminum / Vinyl,1,1952,0,1360,1,3,2,0,5160,2013-02,137000
Residential,2611070000,3827 N 98TH ST,,5,2100,Cape Cod,Aluminum / Vinyl,1,1957,0,1231,1,4,2,0,5106,2013-02,118000
Residential,2930841000,3429 N 88TH ST,,5,2100,Cape Cod,Aluminum / Vinyl,1,1950,0,1152,1,4,1,0,5240,2013-02,123000
Residential,3030569000,3034 N 79TH ST,,5,2080,Cape Cod,Brick,1,1946,0,1148,1,3,1,0,5120,2013-02,99500
Residential,2930103000,3416 N 87TH ST,,5,2100,Cape Cod,Aluminum / Vinyl,1,1952,0,1092,1,4,2,0,5000,2013-02,72500
Residential,2920376000,7801 W LISBON AV,,5,2100,Cape Cod,Aluminum / Vinyl,1,1952,0,1009,1,3,1,0,4200,2013-02,131000
Residential,2920634000,3469 N 79TH ST,,5,2040,Duplex N/S,Aluminum / Vinyl,2,1953,0,2063,2,6,2,0,8055,2013-02,136900
Residential,2530906000,4223 N 90TH CT,,5,1460,Ranch,Brick,1,1960,0,1757,1,3,2,1,11700,2013-02,138500
Residential,2520478000,4125 N 78TH CT,,5,1470,Ranch,Brick,1,1957,0,1340,1,3,1,1,8384,2013-02,80500
Residential,2630740100,3777 N 82ND ST,,5,2040,Ranch,Brick,1,1956,0,1222,1,3,1,0,9129,2013-02,109000
Residential,2630527000,3855 N 77TH ST,,5,2040,Ranch,Brick,1,1954,0,1150,1,3,1,0,4800,2013-02,112000
Residential,2920107000,3356 N 84TH ST,,5,2100,Ranch,Aluminum / Vinyl,1,1951,0,1073,1,3,1,0,5400,2013-02,105500
Residential,2170233000,10924 W HAMPTON AV,,5,1040,Ranch,Aluminum / Vinyl,1,1956,0,999,1,3,1,0,7380,2013-02,89750
Residential,2610597000,9563 W ELMORE AV,,5,2100,Ranch,Aluminum / Vinyl,1,1955,0,991,1,3,1,1,6955,2013-02,93000
Residential,2230838000,8625 W GLENDALE AV,,5,1460,Ranch,Aluminum / Vinyl,1,1958,0,960,1,3,1,0,7000,2013-02,59000
Residential,3020100000,2941 N 88TH ST,,5,2080,Ranch,Aluminum / Vinyl,1,1950,0,909,1,3,1,0,5120,2013-02,118000
Residential,2930619000,3445 N 90TH ST,,5,2100,Ranch,Aluminum / Vinyl,1,1951,0,899,1,2,1,0,6250,2013-02,99800
Residential,1460032100,10920 W MILL RD,,5,800,Residence O/S,Aluminum / Vinyl,1.5,1928,0,1622,1,3,2,0,34400,2013-02,126000
Residential,2240023120,7977 W APPLETON AV,,5,1470,Townhouse,Masonry / Frame,2,1983,0,2641,2,6,2,2,8450,2013-02,125000
Residential,2821502000,3101 N 2ND ST,,6,2900,Duplex O/S,Aluminum / Vinyl,1.5,1909,0,1983,2,6,2,0,4920,2013-02,35000
Residential,2722824000,3536 N 11TH ST,,6,2860,Residence O/S,Aluminum / Vinyl,1.5,1904,0,1549,1,4,1,0,3750,2013-02,15000
Residential,2710634000,3831 N 13TH ST,,6,2860,Residence O/S,Frame,1,1922,0,1461,1,2,1,0,5670,2013-02,24000
Residential,3112906000,3026 N TEUTONIA AV,,6,2870,Rm or Rooming House,Aluminum / Vinyl,1,1906,0,1140,1,4,1,0,0,2013-02,42000
Residential,2880499000,3132 N 48TH ST,,7,1840,Cape Cod,Stone,1,1939,0,1714,1,3,1,0,5250,2013-02,99000
Residential,2880636000,3313 N 44TH ST,,7,1840,Milwaukee Bungalow,Brick,1,1927,0,1804,1,5,2,0,4879,2013-02,94800
Residential,4350683000,1105 S 28TH ST,,8,4060,Duplex O/S,Aluminum / Vinyl,2,1911,0,2408,2,6,2,0,4165,2013-02,65000
Residential,4579964000,1717 S 36TH ST,,8,4060,Milwaukee Bungalow,Aluminum / Vinyl,2,1927,0,1668,1,3,1,1,3200,2013-02,70000
Residential,4702376000,2066 S LAYTON BL,,8,4000,Residence O/S,Masonry / Frame,2,1909,0,2714,1,5,1,1,7520,2013-02,175000
Residential,4590574000,2200 W BURNHAM ST,,8,4120,Residence O/S,Brick,1,1900,0,1399,1,3,1,0,2170,2013-02,25000
Residential,4950094000,2309 S 28TH ST,,8,4000,Residence O/S,Aluminum / Vinyl,2,1924,0,1249,1,3,1,0,2100,2013-02,20000
Residential,4720015000,1959 S 33RD ST,,8,4000,Residence O/S,Aluminum / Vinyl,1,1929,0,1152,1,3,1,0,5582,2013-02,82900
Residential,4700502000,2115 W BURNHAM ST,,8,4120,Triplex,Aluminum / Vinyl,1,1900,0,2344,3,5,3,0,3180,2013-02,85000
Residential,50095000,9306 N BURBANK AV,,9,40,Colonial,Aluminum / Vinyl,2,2008,0,2224,1,4,2,1,11129,2013-02,181000
Residential,1200045000,6237 W HUSTIS ST,,9,520,Colonial,Frame,2,1963,0,2007,1,5,2,1,7344,2013-02,128000
Residential,4060984000,435 S 68TH ST,,10,2710,Cape Cod,Aluminum / Vinyl,1,1951,0,975,1,3,1,0,5520,2013-02,104000
Residential,3461866000,1522 N HAWLEY RD,,10,2600,Colonial,Frame,2,1920,0,2063,1,4,1,1,4800,2013-02,109000
Residential,4060729000,142 N 75TH ST,,10,2720,Milwaukee Bungalow,Aluminum / Vinyl,1,1930,0,1333,1,3,2,0,6000,2013-02,185900
Residential,3061185000,2856 N 55TH ST,,10,1860,Milwaukee Bungalow,Brick,1,1928,0,1298,1,3,1,0,4640,2013-02,96400
Residential,4200785000,230 S 63RD ST,,10,2710,Ranch,Aluminum / Vinyl,1,1953,0,704,1,2,1,0,3780,2013-02,65900
Residential,3291488000,2406 N 58TH ST,,10,2540,Residence O/S,Aluminum / Vinyl,1,1923,0,1129,1,4,1,0,4403,2013-02,83000
Residential,4201029000,6109 W FAIRVIEW AV,,10,2700,Rm or Rooming House,Aluminum / Vinyl,1.5,1924,0,683,1,2,1,0,0,2013-02,149900
Residential,3290111000,2420 N 60TH ST,,10,2540,Townhouse,Masonry / Frame,2,1933,0,2514,2,6,2,0,5640,2013-02,164500
Residential,5110200000,3036 S 39TH ST,,11,4320,Cape Cod,Brick,1,1945,0,1243,1,3,1,0,4797,2013-02,122900
Residential,5280610000,3211 S 72ND ST,,11,4310,Cape Cod,Aluminum / Vinyl,1,1953,0,1103,1,3,1,0,5593,2013-02,118000
Residential,5330814000,3207 S 29TH ST,,11,4400,Cape Cod,Aluminum / Vinyl,1,1942,0,1000,1,3,1,0,4800,2013-02,90000
Residential,5250407000,3310 S 98TH ST,,11,4350,Cape Cod,Aluminum / Vinyl,1,1937,0,917,1,2,1,0,6000,2013-02,101500
Residential,5611811000,9848 W HOWARD AV,,11,4340,Colonial,Prem Wood,2,1990,0,2238,1,4,2,1,19889,2013-02,260000
Residential,5100319000,2926 S 32ND ST,,11,4000,Milwaukee Bungalow,Aluminum / Vinyl,1,1928,0,984,1,3,1,0,4375,2013-02,84000
Residential,5619976214,3748 S 93RD ST,,11,4340,Ranch,Brick,1,1967,0,1177,1,3,1,1,6240,2013-02,150000
Residential,5270712000,7720 W BURDICK AV,,11,4340,Ranch,Brick,1,1957,0,1131,1,3,1,1,7320,2013-02,122250
Residential,5141303000,2959 S 67TH ST,,11,4240,Ranch,Aluminum / Vinyl,1,1957,0,1090,1,3,2,0,5580,2013-02,135000
Residential,5250308100,3167 S 97TH ST,,11,4350,Ranch,Aluminum / Vinyl,1,1960,0,1077,1,3,1,0,5280,2013-02,60000
Residential,5590317000,3616 S 83RD ST,,11,4340,Ranch,Brick,1,1955,0,947,1,3,1,0,6700,2013-02,97046
Residential,5100128000,2815 S 34TH ST,,11,4000,Residence O/S,Aluminum / Vinyl,1,1929,0,1190,1,4,1,0,3750,2013-02,92000
Residential,4310936000,910 S 3RD ST,,12,4020,Cottage,Frame,1.5,1900,0,1810,1,3,2,0,2500,2013-02,115000
Residential,4960838000,1455 W WINDLAKE AV,,12,4160,Duplex-Cottage,Aluminum / Vinyl,1,1903,0,1690,2,4,2,0,3600,2013-02,20500
Residential,5940282000,4528 S ADAMS AV,,13,4720,Cape Cod,Stone,1,1940,0,1251,1,4,2,0,6150,2013-02,130000
Residential,6719984100,1213 W GRANGE AV,,13,4920,Colonial,Masonry / Frame,2,1976,0,3014,1,4,2,0,22275,2013-02,151000
Residential,5510416000,3629 S 14TH ST,,13,4520,Colonial,Aluminum / Vinyl,2,1953,0,1842,1,3,1,1,5852,2013-02,136000
