PropType,Taxkey,Address,CondoProject,District,Nbhd,Style,Extwall,Stories,Year_Built,Nr_of_rms,Fin_sqft,Units,Bdrms,Fbath,Hbath,Lotsize,Sale_date,Sale_price
Residential,3600017000,1631 N VAN BUREN ST,,3,3240,Duplex O/S,Aluminum / Vinyl,1.5,1860,0,1799,2,4,2,0,4800,2016-01,232000
Residential,2780038000,3124 N HACKETT AV,,3,3060,Residence O/S,Frame,2,1905,0,1809,1,3,1,1,4800,2016-01,311500
Residential,3140054000,724 E CENTER ST,,3,2890,Rm or Rooming House,Aluminum / Vinyl,2,1895,0,1984,2,4,2,0,0,2016-01,229400
Residential,3030888000,2879 N 79TH ST,,5,2080,Cape Cod,Brick,1,1948,0,1440,1,3,1,1,5120,2016-01,152900
Residential,2940341000,3177 N 95TH ST,,5,2120,Cape Cod,Stone,1,1952,0,1364,1,4,1,1,7320,2016-01,119420
Residential,2930442000,3460 N 92ND ST,,5,2100,Cape Cod,Brick,1,1948,0,1194,1,3,1,0,4960,2016-01,135000
Residential,2611170000,3625 N 99TH ST,,5,2100,Cape Cod,Aluminum / Vinyl,1,1953,0,1055,1,3,1,0,4950,2016-01,112500
Residential,2930755000,3333 N 89TH ST,,5,2100,Cape Cod,Aluminum / Vinyl,1,1950,0,1032,1,3,1,0,5000,2016-01,79300
Residential,2631093000,3620 N 80TH ST,,5,2040,Cape Cod,Aluminum / Vinyl,1,1948,0,1019,1,3,1,1,6579,2016-01,86000
Residential,2630351000,3837 N 80TH ST,,5,2040,Cape Cod,Brick,1,1954,0,994,1,2,1,0,6840,2016-01,65000
Residential,3010016000,2801 N 98TH ST,,5,2140,Colonial,Brick,2,1950,0,1922,1,3,1,1,10106,2016-01,270000
Residential,2630752100,8300 W KEEFE AV,,5,2040,Colonial,Masonry / Frame,2,1954,0,1614,1,3,1,1,7320,2016-01,146500
Residential,1160158000,7024 N 97TH ST,,5,440,Ranch,Brick,1,1964,0,1851,1,3,1,1,12300,2016-01,179900
Residential,2940068000,9728 W CONCORDIA AV,,5,2140,Ranch,Brick,1,1956,0,1432,1,3,1,1,7200,2016-01,146400
Residential,2520321100,4076 N 83RD ST,,5,1470,Ranch,Brick,1,1967,0,1264,1,3,1,1,5590,2016-01,80900
Residential,2610746000,3445 N 93RD ST,,5,2100,Ranch,Aluminum / Vinyl,1,1950,0,1231,1,2,1,0,9000,2016-01,164000
Residential,2930131000,3239 N 86TH ST,,5,2100,Ranch,Aluminum / Vinyl,1,1951,0,984,1,2,1,0,5000,2016-01,94000
Residential,2630866000,8019 W KEEFE AV,,5,2040,Ranch,Aluminum / Vinyl,1,1950,0,977,1,3,1,0,4800,2016-01,72500
Residential,2540089000,9837 W SARASOTA PL,,5,1460,Split Level,Aluminum / Vinyl,1,1961,0,1597,1,3,1,1,6810,2016-01,123000
Residential,2230700000,9036 W PALMETTO AV,,5,1460,Split Level,Aluminum / Vinyl,1,1959,0,1557,1,3,1,1,6120,2016-01,133000
Residential,2821115000,102 W AUER AV,,6,2900,Duplex O/S,Frame,2,1911,0,2282,2,4,2,0,3040,2016-01,19000
Residential,2722826100,3530 N 11TH ST,,6,2860,Duplex O/S,Aluminum / Vinyl,1.5,1913,0,1798,2,4,2,0,7500,2016-01,23000
Residential,2851671000,2328 W KEEFE AV,,6,2960,Residence O/S,Aluminum / Vinyl,1,1903,0,1414,1,4,1,1,6300,2016-01,22000
Residential,3129950000,1218 W LOCUST ST,,6,2870,Triplex,Aluminum / Vinyl,2,1905,0,2564,3,6,3,0,3726,2016-01,25000
Residential,2670963000,3771 N 50TH ST,,7,1820,Cape Cod,Brick,1,1950,0,1255,1,3,1,1,4840,2016-01,80000
Residential,2681504000,3915 W ROOSEVELT DR,,7,1740,Colonial,Masonry / Frame,2,1945,0,1399,1,3,1,1,4680,2016-01,75750
Residential,2270086120,4623 N 53RD ST,,7,1150,Ranch,Aluminum / Vinyl,1,1966,0,1092,1,3,1,1,6255,2016-01,79000
Residential,4581268000,1605 S 29TH ST,,8,4060,Colonial,Aluminum / Vinyl,2,2005,0,1840,1,3,1,1,6110,2016-01,112300
Residential,4351016000,1002 S 34TH ST,,8,4060,Residence O/S,Aluminum / Vinyl,2,1893,0,1637,1,3,1,1,3959,2016-01,89900
Residential,4591430000,1559 S 26TH ST,,8,4100,Residence O/S,Aluminum / Vinyl,1,1905,0,1102,1,3,1,0,6500,2016-01,40000
Residential,4360123000,712 S 38TH ST,,8,4060,Residence O/S,Aluminum / Vinyl,1,1929,0,901,1,2,1,0,3540,2016-01,61000
Residential,1410189000,6571 N 73RD ST,,9,660,Duplex N/S,Brick,2,1969,0,2426,2,6,2,2,8250,2016-01,114000
Residential,749984000,11034 W BRADLEY RD,,9,240,Ranch,Masonry / Frame,1.5,2008,0,2688,1,3,2,0,21780,2016-01,313000
Residential,1080266000,8830 W PORTAGE ST,,9,440,Ranch,Aluminum / Vinyl,1,1969,0,1587,1,3,1,1,9625,2016-01,148500
Residential,1040057000,7521 N 52ND ST,,9,360,Ranch,Aluminum / Vinyl,1,1957,0,1364,1,3,1,1,9375,2016-01,135900
Residential,730352000,10528 W ARCH AV,,9,240,Ranch,Aluminum / Vinyl,1,1972,0,1200,1,3,2,1,13300,2016-01,122000
Residential,1410230000,6901 W ACACIA ST,,9,660,Ranch,Aluminum / Vinyl,1,1966,0,1083,1,3,1,1,7200,2016-01,84900
Residential,1430721000,8018 W CASPER ST,,9,480,Ranch,Aluminum / Vinyl,1,1958,0,1063,1,3,2,0,7200,2016-01,88600
Residential,1399774200,6657 N 56TH ST,,9,560,Ranch,Brick,1,1962,0,1034,1,3,1,0,5984,2016-01,91000
Residential,3050722000,2803 N 70TH ST,,10,1980,Cape Cod,Masonry / Frame,1,1935,0,1444,1,3,1,1,5264,2016-01,156000
Residential,3040169000,2960 N 75TH ST,,10,2080,Cape Cod,Brick,1,1950,0,1188,1,3,2,0,5400,2016-01,105400
Residential,3050896000,6614 W CHAMBERS ST,,10,1870,Cape Cod,Stone,1,1949,0,1050,1,3,1,0,5760,2016-01,95000
Residential,2890416000,5612 W AUER AV,,10,1850,Colonial,Brick,2,1934,0,1796,1,4,1,1,4800,2016-01,100000
Residential,4200292000,437 S 65TH ST,,10,2710,Cottage,Aluminum / Vinyl,1,1924,0,958,1,3,1,1,4960,2016-01,87500
Residential,3060419100,3022 N 53RD ST,,10,1860,Dplx Bungalow,Aluminum / Vinyl,2,1928,0,2872,2,5,2,0,9600,2016-01,107000
Residential,3680679000,5717 W VLIET ST,,10,2600,Dplx Bungalow,Aluminum / Vinyl,2,1925,0,2459,2,6,2,0,4800,2016-01,139000
Residential,3301233000,2565 N 60TH ST,,10,2540,Dplx Bungalow,Aluminum / Vinyl,2,1929,0,2235,2,4,2,0,4800,2016-01,148000
Residential,3670234000,1308 N 45TH ST,,10,2610,Milwaukee Bungalow,Aluminum / Vinyl,1,1919,0,1683,1,4,1,0,4800,2016-01,104999
Residential,3460538000,2166 N 55TH ST,,10,2540,Milwaukee Bungalow,Aluminum / Vinyl,1,1920,0,1563,1,3,1,0,4680,2016-01,87500
Residential,3670816000,1546 N 49TH ST,,10,2600,Milwaukee Bungalow,Aluminum / Vinyl,1,1921,0,1541,1,4,2,0,4560,2016-01,190000
Residential,3680445000,1247 N 55TH ST,,10,2600,Milwaukee Bungalow,Aluminum / Vinyl,1,1926,0,1461,1,3,1,0,5520,2016-01,129900
Residential,4090208000,621 N 94TH ST,,10,2760,Ranch,Aluminum / Vinyl,1,1953,0,912,1,2,2,0,7250,2016-01,134800
Residential,4180232000,230 S 80TH ST,,10,2720,Ranch,Block,1,1944,0,770,1,2,1,0,5560,2016-01,95000
Residential,3470581000,1817 N 48TH ST,,10,2540,Residence O/S,Stucco,1.5,1915,0,2003,1,4,2,0,4800,2016-01,201900
Residential,4060934000,321 S 69TH ST,,10,2710,Residence O/S,Aluminum / Vinyl,1.5,1927,0,1736,1,4,2,0,4800,2016-01,135000
Residential,4061015000,418 S 69TH ST,,10,2710,Residence O/S,Aluminum / Vinyl,1,1918,0,815,1,3,1,0,5520,2016-01,87000
Residential,5530075000,3509 S 33RD ST,,11,4400,Cape Cod,Aluminum / Vinyl,1,1954,0,1314,1,3,1,0,5400,2016-01,139000
Residential,5300538000,3264 S 55TH ST,,11,4420,Cape Cod,Aluminum / Vinyl,1,1954,0,1120,1,3,2,1,5292,2016-01,152000
Residential,5100387000,3036 S 32ND ST,,11,4320,Cape Cod,Aluminum / Vinyl,1,1948,0,1038,1,3,1,0,3960,2016-01,98000
Residential,5120738000,2732 S 46TH ST,,11,4320,Cape Cod,Aluminum / Vinyl,1,1941,0,879,1,2,1,0,5040,2016-01,118000
Residential,5530154000,3614 S 35TH ST,,11,4400,Cape Cod,Aluminum / Vinyl,1,1940,0,859,1,2,1,0,5400,2016-01,75000
Residential,5110021000,3031 S 41ST ST,,11,4320,Colonial,Masonry / Frame,2,1954,0,1220,1,3,1,1,2854,2016-01,86000
Residential,4909873000,6730 W HARRISON AV,,11,4240,Cottage,Aluminum / Vinyl,1,1917,0,1203,1,3,1,0,5080,2016-01,83900
Residential,4920703000,2593 S 51ST ST,,11,4280,Duplex N/S,Stone,1,1960,0,2416,2,4,2,0,8529,2016-01,160000
Residential,4901234000,2636 S 64TH ST,,11,4240,Duplex N/S,Aluminum / Vinyl,2,1957,0,1950,2,4,2,0,5550,2016-01,140000
Residential,5140603000,2952 S 61ST ST,,11,4240,Duplex N/S,Aluminum / Vinyl,2,1954,0,1554,2,4,2,0,6069,2016-01,122200
Residential,4911118000,5421 W ANDOVER RD,,11,4280,Ranch,Brick,1,1955,0,1820,1,3,1,1,9126,2016-01,190000
Residential,4901276000,6200 W CLEVELAND AV,,11,4240,Ranch,Brick,1,1955,0,1314,1,3,1,1,8440,2016-01,139000
Residential,5260162000,8717 W BURDICK AV,,11,4340,Ranch,Brick,1,1963,0,1280,1,3,1,1,7200,2016-01,149900
Residential,5280502000,7105 W VERONA CT,,11,4310,Ranch,Frame,1,1954,0,1148,1,3,1,1,6750,2016-01,140000
Residential,5251362000,3474 S 93RD ST,,11,4350,Ranch,Aluminum / Vinyl,1,1972,0,1144,1,4,1,1,7280,2016-01,100000
Residential,5270338000,3361 S 79TH ST,,11,4340,Ranch,Brick,1,1958,0,1126,1,3,2,1,7320,2016-01,145000
Residential,5140052000,6205 W CLEVELAND AV,,11,4240,Ranch,Brick,1,1954,0,1101,1,3,2,0,5850,2016-01,129900
Residential,5270703000,7912 W BURDICK AV,,11,4340,Ranch,Aluminum / Vinyl,1,1957,0,1077,1,2,1,0,7320,2016-01,122000
Residential,5530108000,3504 S 34TH ST,,11,4400,Ranch,Aluminum / Vinyl,1,1953,0,1065,1,2,1,0,5400,2016-01,78000
Residential,5550107000,4675 W CRAWFORD AV,,11,4420,Ranch,Aluminum / Vinyl,1,1956,0,1053,1,3,1,0,12384,2016-01,139000
Residential,5280744000,7446 W BURDICK AV,,11,4310,Ranch,Aluminum / Vinyl,1,1956,0,918,1,3,1,0,6867,2016-01,130000
Residential,5301328000,3378 S 58TH ST,,11,4420,Ranch,Aluminum / Vinyl,1,1952,0,916,1,3,1,0,5929,2016-01,113000
Residential,4901231000,2608 S 64TH ST,,11,4240,Ranch,Brick,1,1954,0,876,1,2,1,1,5550,2016-01,129900
Residential,5570815000,3724 S 68TH ST,,11,4420,Residence O/S,Prem Wood,1,1931,0,1088,1,3,2,0,8550,2016-01,138100
Residential,5619973100,3817 S 92ND ST,,11,4340,Split Level,Aluminum / Vinyl,1,1962,0,1710,1,3,1,1,6630,2016-01,127400
Residential,4310217200,1127 S 3RD ST,,12,4020,Cottage,Aluminum / Vinyl,1,1880,0,834,1,2,1,0,1650,2016-01,52000
Residential,4331316000,818 S 20TH ST,,12,4050,Duplex O/S,Frame,2,1913,0,2352,2,4,2,0,4500,2016-01,55000
Residential,4699962000,1837 W BECHER ST,,12,4120,Duplex O/S,Aluminum / Vinyl,2,1909,0,2117,2,5,2,0,3300,2016-01,34000
Residential,4320700000,918 W MINERAL ST,,12,4040,Triplex,Aluminum / Vinyl,1.5,1924,0,2284,3,4,3,0,7000,2016-01,75000
Residential,5980013000,2412 W WHITAKER AV,,13,4660,Cape Cod,Brick,1,1957,0,1599,1,4,2,0,9472,2016-01,143000
Residential,5800043000,3955 S 1ST PL,,13,4700,Cape Cod,Brick,1,1948,0,1317,1,4,1,0,4800,2016-01,139000
Residential,5800972000,4139 S 1ST PL,,13,4700,Cape Cod,Aluminum / Vinyl,1,1961,0,1260,1,4,1,1,4800,2016-01,158000
Residential,5510019000,3557 S 18TH ST,,13,4520,Cape Cod,Aluminum / Vinyl,1,1947,0,1025,1,3,1,0,5246,2016-01,123000
Residential,6909969110,2101 W BRIDGE ST,,13,4860,Colonial,Aluminum / Vinyl,2,1968,0,2031,1,4,1,1,7750,2016-01,175000
Residential,5810609000,4274 S BURRELL ST,,13,4700,Colonial,Aluminum / Vinyl,2,1939,0,1652,1,3,1,1,6300,2016-01,174000
Residential,5521245000,3672 S 21ST ST,,13,4360,Colonial,Brick,2,1949,0,1404,1,3,1,1,5640,2016-01,142500
Residential,5350936000,3305 S 18TH ST,,13,4520,Dplx Bungalow,Aluminum / Vinyl,1.5,1928,0,2233,2,5,3,0,3960,2016-01,120000
Residential,5350762000,3241A S 15TH PL,,13,4520,Dplx Bungalow,Brick,1.5,1925,0,2229,2,5,2,0,4725,2016-01,105000
Residential,6870216000,231 W UNCAS AV,,13,4920,Duplex N/S,Aluminum / Vinyl,1.5,1967,0,2198,2,5,2,0,10098,2016-01,154000
Residential,5080197000,3038 S 15TH PL,,13,4180,Milwaukee Bungalow,Aluminum / Vinyl,1,1922,0,1565,1,3,1,0,3600,2016-01,100000
Residential,6430802000,5336 S 14TH ST,,13,4800,Ranch,Aluminum / Vinyl,1,1969,0,1372,1,3,1,1,7800,2016-01,142500
Residential,5829961200,4226 S PINE AV,,13,4700,Ranch,Brick,1,1964,0,1157,1,3,1,1,6864,2016-01,118000
Residential,5520306000,3571 S 24TH ST,,13,4360,Ranch,Aluminum / Vinyl,1,1953,0,1146,1,3,2,0,6708,2016-01,124000
Residential,6240117000,1506 W BARNARD AV,,13,4800,Ranch,Aluminum / Vinyl,1,1971,0,1135,1,3,1,1,6000,2016-01,125000
Residential,5980213000,4339 S LOUISIANA AV,,13,4660,Ranch,Aluminum / Vinyl,1,1957,0,1130,1,3,1,1,7200,2016-01,120000
Residential,6230109000,2415 W CARPENTER AV,,13,4660,Ranch,Brick,1,1961,0,1036,1,2,1,0,6812,2016-01,125500
Residential,5980134000,4344 S 21ST ST,,13,4660,Ranch,Aluminum / Vinyl,1,1959,0,963,1,3,1,0,7440,2016-01,91500
Residential,5521466000,3762 S 24TH ST,,13,4360,Ranch,Aluminum / Vinyl,1,1953,0,874,1,2,1,0,8772,2016-01,114900
Residential,5820685000,4571 S LOGAN AV,,13,4720,Ranch,Brick,1,1956,0,712,1,2,1,0,5240,2016-01,92000
Residential,5511018000,3822 S 19TH ST,,13,4520,Ranch,Aluminum / Vinyl,1,1944,0,698,1,2,1,0,4800,2016-01,99500
Residential,5399974000,3240 S HERMAN ST,,14,4580,Cape Cod,Brick,1,1950,0,1752,1,2,1,0,5400,2016-01,204900
Residential,5370208000,3434 S 3RD ST,,14,4580,Cape Cod,Aluminum / Vinyl,1,1953,0,1041,1,4,1,0,5400,2016-01,95000
Residential,5401024200,1850 E FERNWOOD AV,,14,4610,Colonial,Aluminum / Vinyl,2,2004,0,1380,1,3,3,1,3540,2016-01,269900
Residential,5480613000,3556 S TAYLOR AV,,14,4620,Colonial,Aluminum / Vinyl,2,1942,0,1098,1,2,1,0,4838,2016-01,128900
Residential,4661115000,319 E STEWART ST,,14,4510,Cottage,Aluminum / Vinyl,1,1890,0,1386,1,4,1,0,3888,2016-01,132500
Residential,5390929000,3446 S LENOX ST,,14,4580,Cottage,Aluminum / Vinyl,1,1895,0,1014,1,3,2,0,3936,2016-01,176000
Residential,5820207000,4201 S CLEMENT AV,,14,4700,Cottage,Aluminum / Vinyl,1,1925,0,832,1,2,1,0,6000,2016-01,94500
Residential,5069998000,2836 S CHASE AV,,14,4910,Duplex O/S,Frame,2,1908,0,2790,2,4,3,0,5170,2016-01,100000
Residential,5070897000,3031 S 7TH ST,,14,4180,Milwaukee Bungalow,Aluminum / Vinyl,1,1924,0,1264,1,4,1,0,3660,2016-01,81000
Residential,5361429000,3119 S 11TH ST,,14,4520,Milwaukee Bungalow,Aluminum / Vinyl,1,1925,0,1042,1,2,1,0,4880,2016-01,83078
Residential,5480356100,3834 S GRIFFIN AV,,14,4620,Ranch,Aluminum / Vinyl,1,1956,0,1053,1,3,1,1,9239,2016-01,155000
Residential,5829909200,4252 S HERMAN ST,,14,4700,Ranch,Aluminum / Vinyl,1,1960,0,974,1,3,1,0,3979,2016-01,99000
Residential,5381012000,3409 S GRIFFIN AV,,14,4580,Ranch,Aluminum / Vinyl,1,1955,0,830,1,2,1,0,4459,2016-01,108800
Residential,5470423000,3606 S LENOX ST,,14,4620,Ranch,Aluminum / Vinyl,1,1937,0,748,1,2,1,0,3720,2016-01,100000
Residential,5030102000,3012 S ELLEN ST,,14,4610,Residence O/S,Frame,1.5,1895,0,1720,1,3,1,1,2880,2016-01,122500
Residential,5361715000,3121 S 7TH ST,,14,4520,Residence O/S,Aluminum / Vinyl,1,1927,0,1623,1,5,1,2,4880,2016-01,117000
Residential,5030088000,1919 E BENNETT AV,,14,4610,Residence O/S,Aluminum / Vinyl,1.5,1915,0,1557,1,4,2,0,5400,2016-01,210000
Residential,5400606000,2348 E EUCLID AV,,14,4600,Residence O/S,Aluminum / Vinyl,1.5,1916,0,1263,1,2,2,0,3510,2016-01,199000
Residential,4990279000,2523 S GREELEY ST,,14,4910,Residence O/S,Aluminum / Vinyl,1,1900,0,928,1,3,1,0,3825,2016-01,61950
Residential,3471054100,2202 N 51ST ST,,15,2540,Cape Cod,Fiber-Cement,1,2006,0,1855,1,3,2,0,8954,2016-01,162000
Residential,3632832000,1425 N 18TH ST,,15,3040,Ranch,Aluminum / Vinyl,1,1969,0,1023,1,3,1,1,6675,2016-01,56000
Condominium,3601608000,601 E OGDEN AV,601 LOFTS ,4,5662,APARTMENT,,1,2006,5,1525,1,2,2,0,0,2016-01,316000
Condominium,3551544000,1920 N FARWELL AV,ABBOTSFORD CONDOMINIUM,3,5805,APARTMENT,,1,2001,0,1745,1,2,2,1,0,2016-01,235000
Condominium,4661596000,2121121 S KINNICKINNIC AV,BAYVIEW COMMONS CONDOMINIUMS,14,5306,Apartment-Mix,,1,2005,4,1071,1,2,2,0,0,2016-01,158000
Condominium,5010502000,25258B S SHORE DR,BAYVIEW TERRACE,14,5293,HI-RISE,,1,1965,3,860,1,1,1,0,0,2016-01,112000
Condominium,3592133000,1313 N FRANKLIN PL,BREAKWATER CONDOS,4,5811,HI-RISE,,0,2009,0,1923,1,2,2,0,0,2016-01,455000
Condominium,3960150000,234112 N BROADWAY ,BROADWAY CONDOMINIUM,4,5390,APARTMENT,,1,1893,4,863,1,1,1,0,0,2016-01,125000
Condominium,3922497000,108 W WELLS ST,CAWKER BUILDING,4,5995,APARTMENT,,1,1897,4,1158,1,1,1,0,0,2016-01,159900
Condominium,5540215000,3558 S 41ST ST,CHEROKEE POINT,11,5312,UNKWN,,1,0,4,1426,1,2,2,0,0,2016-01,110000
Condominium,2550211000,4215368 N 100TH ST,CLOISTERS NW,5,5210,APARTMENT,,1,1975,4,988,1,2,2,0,0,2016-01,65000
Condominium,3922585100,400 N BROADWAY ,COMMISSION HOUSE CONDOS,4,5399,APARTMENT,,1,1911,3,2753,1,1,2,0,0,2016-01,550000
Condominium,3930699000,1108 N MILWAUKEE ST,COURTYARD SQUARE,4,5987,APARTMENT,,1,1983,5,975,1,2,2,0,0,2016-01,143000
Condominium,3551893000,2011 N CAMBRIDGE AV,EAST RIVER ROW,3,5870,townhouse,,3,2006,5,1473,1,3,2,1,0,2016-01,220000
Condominium,3551334100,1707 N PROSPECT AV,EDGEWATER TERRACE,3,5800,HI-RISE,,1,1967,3,498,1,1,1,0,0,2016-01,89000
Condominium,5591961000,83381 W HOWARD AV,HOLLY HEIGHTS,11,5319,APARTMENT,,1,1980,4,903,1,2,1,0,0,2016-01,51900
Condominium,3601215100,1028 E JUNEAU AV,KNICKERBOCKER ON THE LAKE,4,5960,MIXED STYLES,,1,1927,2,660,1,1,1,0,0,2016-01,91000
Condominium,3601132000,1028 E JUNEAU AV,KNICKERBOCKER ON THE LAKE,4,5960,MIXED STYLES,,1,1927,1,325,1,0,1,0,0,2016-01,45000
Condominium,3601136000,1028 E JUNEAU AV,KNICKERBOCKER ON THE LAKE,4,5960,MIXED STYLES,,1,1927,1,325,1,0,1,0,0,2016-01,42500
Condominium,3591767000,1660 N PROSPECT AV,LANDMARK ON THE LAKE,4,5921,APARTMENT,,1,1990,4,733,1,1,1,0,0,2016-01,165000
Condominium,1470050000,11926 W MILL RD,MILL VALLEY,5,5170,MIXED STYLES,,1,1971,4,865,1,2,1,1,0,2016-01,48000
Condominium,310209000,8935 N 70TH ST,NORTHRIDGE EASTBAY,9,5020,TOWN HOUSE,,2,1973,5,1498,1,3,1,1,0,2016-01,85000
Condominium,720802000,8104 N DENMARK CT,PARKWAY VILLAGE (PHASE IV),9,5093,RANCH,,1,1992,4,1068,1,2,2,0,0,2016-01,68000
Condominium,4621670000,215 W MAPLE ST,PARTS HOUSE LOFTS CONDOMINIUMS,12,5283,APARTMENT,,1,1921,1,750,1,0,1,0,0,2016-01,138000
Condominium,4280801000,106 W SEEBOTH ST,POINT ON THE RIVER CONDOS,12,5388,APARTMENT,,1,2006,5,2114,1,2,2,0,0,2016-01,587000
Condominium,4280838000,106 W SEEBOTH ST,POINT ON THE RIVER CONDOS,12,5388,APARTMENT,,1,2006,4,932,1,1,1,0,0,2016-01,250000
Condominium,4280796000,106 W SEEBOTH ST,POINT ON THE RIVER CONDOS,12,5388,APARTMENT,,1,2006,5,789,1,1,1,0,0,2016-01,182000
Condominium,5301584000,3239208 S 58TH ST,RED OAKS V,11,5304,APARTMENT,,1,1980,4,1030,1,2,2,0,0,2016-01,57500
Condominium,3970269000,141 N WATER ST,RIVERWALK PLAZA,4,5395,APARTMENT,,1,1894,2,959,1,0,1,0,0,2016-01,203000
Condominium,5251469100,9830 W MORGAN AV,SHAKER HEIGHTS,11,5299,TOWN HOUSE,,2,1966,5,1260,1,3,1,1,0,2016-01,61600
Condominium,3551694000,1550 E ROYALL PL,STERLING CONDOMINIUM,3,5855,APARTMENT,,1,2005,4,1433,1,2,2,0,0,2016-01,315000
Condominium,3561031000,19197A N SUMMIT AV,SUMMIT HOUSE,3,5850,APARTMENT,,1,1965,4,1026,1,2,1,1,0,2016-01,180000
Condominium,3970363000,418 N 3RD ST,TRANSPORTATION DISTRICT,4,5391,APARTMENT,,1,1894,5,1935,1,3,2,0,0,2016-01,369000
Condominium,4280633000,200 S WATER ST,WATER STREET LOFTS CONDOMINIUM,12,5396,APARTMENT,,1,1875,4,1517,1,2,2,0,0,2016-01,300000
Condominium,6432199000,5229F S 13TH ST,WILLOW CREEK,13,5340,TOWN HOUSE,,2,1973,5,980,1,3,1,1,0,2016-01,68000
Lg Apartment,1530324000,6333 N 77TH ST,4: 2-Br ,2,6620,Apartment: 4: 2-Br  Units,,2,1959,0,3382,1,0,0,0,9600,2016-01,125000
Lg Apartment,3150140000,2752 N BARTLETT AV,6: 2-Br ,3,6770,Apartment: 6: 2-Br  Units,,3,1926,0,6978,1,0,0,0,3737,2016-01,570000
Lg Apartment,2530523100,4334 N 92ND ST,4: 2-Br ,5,6650,Apartment: 4: 2-Br  Units,,2,1960,0,4068,1,0,0,0,9600,2016-01,181000
Lg Apartment,2169987100,10416 W HAMPTON AV,8: 2-Br ,5,6611,Apartment: 8: 2-Br  Units,,2,1961,0,6528,1,0,0,0,19256,2016-01,380000
Lg Apartment,2030075000,420 W HAMPTON AV,4: 1-Br ,6,6761,Apartment: 4: 1-Br  Units,,2,1952,0,2532,1,0,0,0,7440,2016-01,256200
Lg Apartment,4711057000,1964 S 30TH ST,4: 2-Br ,8,6790,Apartment: 4: 2-Br  Units,,2,1911,0,3460,1,0,0,0,5000,2016-01,124000
Lg Apartment,3460347000,5218 W VLIET ST,4: 2-Br ,10,6710,Apartment: 4: 2-Br  Units,,2,1923,0,4180,1,0,0,0,7955,2016-01,150000
Lg Apartment,3050430000,2865 N HARTUNG AV,4: 2-Br ,10,6660,Apartment: 4: 2-Br  Units,,2,1946,0,3738,1,0,0,0,6000,2016-01,160000
Lg Apartment,5000348000,2416 S LOGAN AV,8: 1-Br ,14,6860,Apartment: 8: 1-Br  Units,,2,1927,0,7326,1,0,0,0,7500,2016-01,600000
Commercial,4601453000,1537 S CESAR E CHAVEZ DR,,12,6277,Billboard,,0,0,0,0,1,0,0,0,3500,2016-01,100000
